season,team_name_bet,opp_team_name_bet,team_goals,opp_team_goals,Bet365_win_odds,Bet365_draw_odds,Bet365_lose_odds,bet_merge_code
20222023,Wolves,Chelsea,1.0,0.0,4.2,3.5,1.91,20222023_8_1_Home
20222023,Southampton,Man City,1.0,4.0,11.0,6.0,1.25,20222023_7_4_Home
20222023,Leeds,Crystal Palace,1.0,5.0,2.1,3.4,3.6,20222023_10_16_Home
20222023,Liverpool,Arsenal,2.0,2.0,2.88,3.6,2.38,20222023_3_11_Home
20222023,Aston Villa,Newcastle,3.0,0.0,3.6,3.4,2.05,20222023_20_15_Home
20222023,Chelsea,Brighton,1.0,2.0,2.63,3.4,2.63,20222023_1_19_Home
20222023,Everton,Fulham,1.0,3.0,2.05,3.4,3.7,20222023_5_18_Home
20222023,Southampton,Crystal Palace,0.0,2.0,2.8,3.1,2.7,20222023_7_16_Home
20222023,Tottenham,Bournemouth,2.0,3.0,1.45,4.5,7.0,20222023_17_24_Home
20222023,Wolves,Brentford,2.0,0.0,2.45,3.1,3.0,20222023_8_21_Home
20222023,Man City,Leicester,3.0,1.0,1.14,8.5,15.0,20222023_4_6_Home
20222023,West Ham,Arsenal,2.0,2.0,6.0,4.2,1.55,20222023_9_11_Home
20222023,Nott'm Forest,Man United,0.0,2.0,5.5,4.0,1.62,20222023_25_14_Home
20222023,Leeds,Liverpool,1.0,6.0,4.2,4.2,1.73,20222023_10_3_Home
20222023,Arsenal,Southampton,3.0,3.0,1.2,7.0,13.0,20222023_11_7_Home
20222023,Fulham,Leeds,2.0,1.0,2.3,3.4,3.1,20222023_18_10_Home
20222023,Brentford,Aston Villa,1.0,1.0,2.5,3.25,2.88,20222023_21_20_Home
20222023,Crystal Palace,Everton,0.0,0.0,2.05,3.2,3.75,20222023_16_5_Home
20222023,Leicester,Wolves,2.0,1.0,2.38,3.3,3.0,20222023_6_8_Home
20222023,Liverpool,Nott'm Forest,3.0,2.0,1.17,7.5,17.0,20222023_3_25_Home
20222023,Bournemouth,West Ham,0.0,4.0,2.88,3.2,2.55,20222023_24_9_Home
20222023,Newcastle,Tottenham,6.0,1.0,1.83,3.75,4.2,20222023_15_17_Home
20222023,Wolves,Crystal Palace,2.0,0.0,2.45,3.2,3.0,20222023_8_16_Home
20222023,Aston Villa,Fulham,1.0,0.0,1.75,4.0,4.2,20222023_20_18_Home
20222023,Leeds,Leicester,1.0,1.0,2.3,3.5,3.0,20222023_10_6_Home
20222023,Nott'm Forest,Brighton,3.0,1.0,6.0,4.2,1.53,20222023_25_19_Home
20222023,Chelsea,Brentford,0.0,2.0,1.7,4.0,4.75,20222023_1_21_Home
20222023,West Ham,Liverpool,1.0,2.0,3.9,3.9,1.85,20222023_9_3_Home
20222023,Man City,Arsenal,4.0,1.0,1.55,4.5,5.25,20222023_4_11_Home
20222023,Everton,Newcastle,1.0,4.0,4.75,3.6,1.73,20222023_5_15_Home
20222023,Southampton,Bournemouth,0.0,1.0,2.25,3.4,3.2,20222023_7_24_Home
20222023,Tottenham,Man United,2.0,2.0,2.8,3.6,2.4,20222023_17_14_Home
20222023,Crystal Palace,West Ham,4.0,3.0,2.63,3.25,2.75,20222023_16_9_Home
20222023,Brentford,Nott'm Forest,2.0,1.0,1.65,3.8,5.5,20222023_21_25_Home
20222023,Brighton,Wolves,6.0,0.0,1.5,4.33,6.5,20222023_19_8_Home
20222023,Bournemouth,Leeds,4.0,1.0,2.55,3.5,2.7,20222023_24_10_Home
20222023,Fulham,Man City,1.0,2.0,12.0,6.0,1.25,20222023_18_4_Home
20222023,Man United,Aston Villa,1.0,0.0,1.73,3.9,4.6,20222023_14_20_Home
20222023,Newcastle,Southampton,3.0,1.0,1.3,5.25,10.0,20222023_15_7_Home
20222023,Liverpool,Tottenham,4.0,3.0,1.53,4.5,5.75,20222023_3_17_Home
20222023,Leicester,Everton,2.0,2.0,2.0,3.5,3.75,20222023_6_5_Home
20222023,Arsenal,Chelsea,3.0,1.0,1.6,4.0,5.5,20222023_11_1_Home
20222023,Liverpool,Fulham,1.0,0.0,1.25,5.75,11.0,20222023_3_18_Home
20222023,Man City,West Ham,3.0,0.0,1.2,7.0,13.0,20222023_4_9_Home
20222023,Brighton,Man United,1.0,0.0,1.95,3.5,3.75,20222023_19_14_Home
20222023,Bournemouth,Chelsea,1.0,3.0,3.3,3.5,2.15,20222023_24_1_Home
20222023,Man City,Leeds,2.0,1.0,1.17,8.5,15.0,20222023_4_10_Home
20222023,Tottenham,Crystal Palace,1.0,0.0,1.8,3.8,4.2,20222023_17_16_Home
20222023,Wolves,Aston Villa,1.0,0.0,2.88,3.3,2.5,20222023_8_20_Home
20222023,Liverpool,Brentford,1.0,0.0,1.44,5.0,6.0,20222023_3_21_Home
20222023,Newcastle,Arsenal,0.0,2.0,2.45,3.75,2.63,20222023_15_11_Home
20222023,West Ham,Man United,1.0,0.0,3.4,3.75,2.05,20222023_9_14_Home
20222023,Fulham,Leicester,5.0,3.0,2.63,3.5,2.6,20222023_18_6_Home
20222023,Brighton,Everton,1.0,5.0,1.33,5.25,9.0,20222023_19_5_Home
20222023,Nott'm Forest,Southampton,4.0,3.0,2.1,3.6,3.4,20222023_25_7_Home
20222023,Leeds,Newcastle,2.0,2.0,4.33,4.2,1.7,20222023_10_15_Home
20222023,Aston Villa,Tottenham,2.0,1.0,2.25,3.6,2.9,20222023_20_17_Home
20222023,Chelsea,Nott'm Forest,2.0,2.0,1.5,4.5,6.0,20222023_1_25_Home
20222023,Crystal Palace,Bournemouth,2.0,0.0,1.83,3.6,4.2,20222023_16_24_Home
20222023,Man United,Wolves,2.0,0.0,1.36,5.0,7.5,20222023_14_8_Home
20222023,Southampton,Fulham,0.0,2.0,2.75,3.3,2.5,20222023_7_18_Home
20222023,Brentford,West Ham,2.0,0.0,2.0,3.5,3.6,20222023_21_9_Home
20222023,Everton,Man City,0.0,3.0,9.0,4.75,1.36,20222023_5_4_Home
20222023,Arsenal,Brighton,0.0,3.0,1.73,4.2,4.2,20222023_11_19_Home
20222023,Leicester,Liverpool,0.0,3.0,5.25,4.33,1.57,20222023_6_3_Home
20222023,Newcastle,Brighton,4.0,1.0,2.0,3.8,3.5,20222023_15_19_Home
20222023,Tottenham,Brentford,1.0,3.0,1.83,3.9,4.0,20222023_17_21_Home
20222023,Bournemouth,Man United,0.0,1.0,6.0,4.75,1.5,20222023_24_14_Home
20222023,Fulham,Crystal Palace,2.0,2.0,2.45,3.4,2.9,20222023_18_16_Home
20222023,Liverpool,Aston Villa,1.0,1.0,1.45,5.0,6.25,20222023_3_20_Home
20222023,Wolves,Everton,1.0,1.0,2.75,3.3,2.6,20222023_8_5_Home
20222023,Nott'm Forest,Arsenal,1.0,0.0,5.25,4.33,1.57,20222023_25_11_Home
20222023,West Ham,Leeds,3.0,1.0,2.4,3.5,2.88,20222023_9_10_Home
20222023,Brighton,Southampton,3.0,1.0,1.22,7.0,11.0,20222023_19_7_Home
20222023,Man City,Chelsea,1.0,0.0,1.25,6.0,11.0,20222023_4_1_Home
20222023,Newcastle,Leicester,0.0,0.0,1.36,5.5,7.0,20222023_15_6_Home
20222023,Brighton,Man City,1.0,1.0,4.0,4.33,1.75,20222023_19_4_Home
20222023,Man United,Chelsea,4.0,1.0,1.6,4.33,5.0,20222023_14_1_Home
20222023,Arsenal,Wolves,5.0,0.0,1.36,5.25,8.0,20222023_11_8_Home
20222023,Aston Villa,Brighton,2.0,1.0,2.0,3.6,3.5,20222023_20_19_Home
20222023,Brentford,Man City,1.0,0.0,3.8,4.0,1.83,20222023_21_4_Home
20222023,Chelsea,Newcastle,1.0,1.0,2.9,3.5,2.38,20222023_1_15_Home
20222023,Crystal Palace,Nott'm Forest,1.0,1.0,1.67,4.0,5.0,20222023_16_25_Home
20222023,Everton,Bournemouth,1.0,0.0,1.5,4.5,6.5,20222023_5_24_Home
20222023,Leeds,Tottenham,1.0,4.0,2.75,3.8,2.3,20222023_10_17_Home
20222023,Leicester,West Ham,2.0,1.0,1.91,3.8,3.6,20222023_6_9_Home
20222023,Man United,Fulham,2.0,1.0,1.5,4.33,6.0,20222023_14_18_Home
20222023,Southampton,Liverpool,4.0,4.0,6.5,4.75,1.44,20222023_7_3_Home
20212022,Brentford,Arsenal,2.0,0.0,4.0,3.4,1.95,20212022_21_11_Home
20212022,Man United,Leeds,5.0,1.0,1.53,4.5,5.75,20212022_14_10_Home
20212022,Burnley,Brighton,1.0,2.0,3.1,3.1,2.45,20212022_12_19_Home
20212022,Chelsea,Crystal Palace,3.0,0.0,1.25,5.75,13.0,20212022_1_16_Home
20212022,Everton,Southampton,3.0,1.0,1.9,3.5,4.0,20212022_5_7_Home
20212022,Leicester,Wolves,1.0,0.0,1.66,3.8,5.25,20212022_6_8_Home
20212022,Watford,Aston Villa,3.0,2.0,3.1,3.2,2.37,20212022_23_20_Home
20212022,Norwich,Liverpool,0.0,3.0,9.0,5.75,1.3,20212022_22_3_Home
20212022,Newcastle,West Ham,2.0,4.0,3.2,3.5,2.2,20212022_15_9_Home
20212022,Tottenham,Man City,1.0,0.0,5.5,4.2,1.6,20212022_17_4_Home
20212022,Liverpool,Burnley,2.0,0.0,1.18,7.5,13.0,20212022_3_12_Home
20212022,Aston Villa,Newcastle,2.0,0.0,1.8,3.75,4.33,20212022_20_15_Home
20212022,Crystal Palace,Brentford,0.0,0.0,2.55,3.2,2.87,20212022_16_21_Home
20212022,Leeds,Everton,2.0,2.0,2.37,3.4,3.0,20212022_10_5_Home
20212022,Man City,Norwich,5.0,0.0,1.08,11.0,26.0,20212022_4_22_Home
20212022,Brighton,Watford,2.0,0.0,1.7,3.5,5.75,20212022_19_23_Home
20212022,Southampton,Man United,1.0,1.0,5.5,4.2,1.57,20212022_7_14_Home
20212022,Wolves,Tottenham,0.0,1.0,3.2,3.2,2.35,20212022_8_17_Home
20212022,Arsenal,Chelsea,0.0,2.0,4.75,3.75,1.72,20212022_11_1_Home
20212022,West Ham,Leicester,4.0,1.0,2.5,3.5,2.75,20212022_9_6_Home
20212022,Man City,Arsenal,5.0,0.0,1.25,6.0,12.0,20212022_4_11_Home
20212022,Aston Villa,Brentford,1.0,1.0,1.95,3.6,3.8,20212022_20_21_Home
20212022,Brighton,Everton,0.0,2.0,2.3,3.2,3.3,20212022_19_5_Home
20212022,Newcastle,Southampton,2.0,2.0,2.5,3.4,2.8,20212022_15_7_Home
20212022,Norwich,Leicester,1.0,2.0,4.5,3.5,1.85,20212022_22_6_Home
20212022,West Ham,Crystal Palace,2.0,2.0,1.55,4.0,6.5,20212022_9_16_Home
20212022,Liverpool,Chelsea,1.0,1.0,2.45,3.3,2.9,20212022_3_1_Home
20212022,Burnley,Leeds,1.0,1.0,3.1,3.5,2.25,20212022_12_10_Home
20212022,Tottenham,Watford,1.0,0.0,1.36,4.75,9.0,20212022_17_23_Home
20212022,Wolves,Man United,0.0,1.0,5.0,3.5,1.75,20212022_8_14_Home
20212022,Crystal Palace,Tottenham,3.0,0.0,4.2,3.5,1.9,20212022_16_17_Home
20212022,Arsenal,Norwich,1.0,0.0,1.5,4.6,6.0,20212022_11_22_Home
20212022,Brentford,Brighton,0.0,1.0,2.8,3.2,2.62,20212022_21_19_Home
20212022,Leicester,Man City,0.0,1.0,6.0,4.0,1.57,20212022_6_4_Home
20212022,Man United,Newcastle,4.0,1.0,1.18,7.5,15.0,20212022_14_15_Home
20212022,Southampton,West Ham,0.0,0.0,2.9,3.5,2.4,20212022_7_9_Home
20212022,Watford,Wolves,0.0,2.0,3.4,3.2,2.25,20212022_23_8_Home
20212022,Chelsea,Aston Villa,3.0,0.0,1.28,5.5,11.0,20212022_1_20_Home
20212022,Leeds,Liverpool,0.0,3.0,4.33,4.0,1.75,20212022_10_3_Home
20212022,Everton,Burnley,3.0,1.0,1.7,3.75,5.0,20212022_5_12_Home
20212022,Newcastle,Leeds,1.0,1.0,3.0,3.6,2.3,20212022_15_10_Home
20212022,Wolves,Brentford,0.0,2.0,1.83,3.25,5.0,20212022_8_21_Home
20212022,Burnley,Arsenal,0.0,1.0,3.8,3.6,1.95,20212022_12_11_Home
20212022,Liverpool,Crystal Palace,3.0,0.0,1.2,7.0,13.0,20212022_3_16_Home
20212022,Man City,Southampton,0.0,0.0,1.12,9.5,17.0,20212022_4_7_Home
20212022,Norwich,Watford,1.0,3.0,2.15,3.3,3.5,20212022_22_23_Home
20212022,Aston Villa,Everton,3.0,0.0,2.4,3.3,3.0,20212022_20_5_Home
20212022,Brighton,Leicester,2.0,1.0,2.7,3.2,2.75,20212022_19_6_Home
20212022,West Ham,Man United,1.0,2.0,4.33,4.0,1.75,20212022_9_14_Home
20212022,Tottenham,Chelsea,0.0,3.0,5.0,3.8,1.7,20212022_17_1_Home
20212022,Chelsea,Man City,0.0,1.0,2.62,3.2,2.75,20212022_1_4_Home
20212022,Man United,Aston Villa,0.0,1.0,1.36,5.25,8.0,20212022_14_20_Home
20212022,Everton,Norwich,2.0,0.0,1.61,3.8,5.75,20212022_5_22_Home
20212022,Leeds,West Ham,1.0,2.0,3.0,3.6,2.25,20212022_10_9_Home
20212022,Leicester,Burnley,2.0,2.0,1.57,4.0,6.0,20212022_6_12_Home
20212022,Watford,Newcastle,1.0,1.0,2.2,3.4,3.3,20212022_23_15_Home
20212022,Brentford,Liverpool,3.0,3.0,7.0,4.5,1.45,20212022_21_3_Home
20212022,Southampton,Wolves,0.0,1.0,2.62,3.2,2.8,20212022_7_8_Home
20212022,Arsenal,Tottenham,3.0,1.0,2.15,3.3,3.5,20212022_11_17_Home
20212022,Crystal Palace,Brighton,1.0,1.0,3.1,3.2,2.45,20212022_16_19_Home
20212022,Man United,Everton,1.0,1.0,1.45,4.33,7.5,20212022_14_5_Home
20212022,Burnley,Norwich,0.0,0.0,1.85,3.6,4.33,20212022_12_22_Home
20212022,Chelsea,Southampton,3.0,1.0,1.36,4.75,9.0,20212022_1_7_Home
20212022,Leeds,Watford,1.0,0.0,1.7,4.0,4.75,20212022_10_23_Home
20212022,Wolves,Newcastle,2.0,1.0,1.61,4.2,5.25,20212022_8_15_Home
20212022,Brighton,Arsenal,0.0,0.0,3.0,3.25,2.4,20212022_19_11_Home
20212022,Crystal Palace,Leicester,2.0,2.0,3.1,3.4,2.3,20212022_16_6_Home
20212022,Tottenham,Aston Villa,2.0,1.0,2.1,3.6,3.4,20212022_17_20_Home
20212022,West Ham,Brentford,1.0,2.0,1.75,3.75,4.75,20212022_9_21_Home
20212022,Liverpool,Man City,2.0,2.0,2.87,3.5,2.4,20212022_3_4_Home
20212022,Watford,Liverpool,0.0,5.0,8.5,5.5,1.33,20212022_23_3_Home
20212022,Aston Villa,Wolves,2.0,3.0,2.15,3.25,3.5,20212022_20_8_Home
20212022,Leicester,Man United,4.0,2.0,3.5,3.6,2.05,20212022_6_14_Home
20212022,Man City,Burnley,2.0,0.0,1.12,9.0,19.0,20212022_4_12_Home
20212022,Norwich,Brighton,0.0,0.0,3.6,3.4,2.1,20212022_22_19_Home
20212022,Southampton,Leeds,1.0,0.0,2.3,3.5,3.0,20212022_7_10_Home
20212022,Brentford,Chelsea,0.0,1.0,6.5,3.8,1.57,20212022_21_1_Home
20212022,Everton,West Ham,0.0,1.0,2.5,3.4,2.8,20212022_5_9_Home
20212022,Newcastle,Tottenham,2.0,3.0,3.5,3.6,2.05,20212022_15_17_Home
20212022,Arsenal,Crystal Palace,2.0,2.0,1.6,3.8,6.0,20212022_11_16_Home
20212022,Arsenal,Aston Villa,3.0,1.0,1.83,3.75,4.2,20212022_11_20_Home
20212022,Chelsea,Norwich,7.0,0.0,1.18,7.0,15.0,20212022_1_22_Home
20212022,Crystal Palace,Newcastle,1.0,1.0,1.9,3.6,4.0,20212022_16_15_Home
20212022,Everton,Watford,2.0,5.0,1.65,3.8,5.5,20212022_5_23_Home
20212022,Leeds,Wolves,1.0,1.0,2.4,3.4,2.87,20212022_10_8_Home
20212022,Southampton,Burnley,2.0,2.0,1.95,3.5,3.9,20212022_7_12_Home
20212022,Brighton,Man City,1.0,4.0,8.0,4.75,1.4,20212022_19_4_Home
20212022,Brentford,Leicester,1.0,2.0,2.62,3.3,2.7,20212022_21_6_Home
20212022,West Ham,Tottenham,1.0,0.0,2.3,3.5,3.0,20212022_9_17_Home
20212022,Man United,Liverpool,0.0,5.0,3.1,3.6,2.2,20212022_14_3_Home
20212022,Leicester,Arsenal,0.0,2.0,2.4,3.5,2.87,20212022_6_11_Home
20212022,Burnley,Brentford,3.0,1.0,2.6,3.3,2.75,20212022_12_21_Home
20212022,Liverpool,Brighton,2.0,2.0,1.22,6.5,13.0,20212022_3_19_Home
20212022,Man City,Crystal Palace,0.0,2.0,1.14,8.0,19.0,20212022_4_16_Home
20212022,Newcastle,Chelsea,0.0,3.0,8.5,5.0,1.36,20212022_15_1_Home
20212022,Watford,Southampton,0.0,1.0,3.2,3.3,2.3,20212022_23_7_Home
20212022,Tottenham,Man United,0.0,3.0,2.87,3.6,2.37,20212022_17_14_Home
20212022,Norwich,Leeds,1.0,2.0,3.4,3.5,2.1,20212022_22_10_Home
20212022,Aston Villa,West Ham,1.0,4.0,2.8,3.5,2.45,20212022_20_9_Home
20212022,Wolves,Everton,2.0,1.0,2.2,3.2,3.5,20212022_8_5_Home
20212022,Southampton,Aston Villa,1.0,0.0,1.95,3.6,3.75,20212022_7_20_Home
20212022,Man United,Man City,0.0,2.0,4.75,4.0,1.7,20212022_14_4_Home
20212022,Brentford,Norwich,1.0,2.0,1.6,4.0,5.75,20212022_21_22_Home
20212022,Chelsea,Burnley,1.0,1.0,1.25,6.0,12.0,20212022_1_12_Home
20212022,Crystal Palace,Wolves,2.0,0.0,2.45,3.2,3.0,20212022_16_8_Home
20212022,Brighton,Newcastle,1.0,1.0,1.57,3.9,6.0,20212022_19_15_Home
20212022,Arsenal,Watford,1.0,0.0,1.36,4.75,8.5,20212022_11_23_Home
20212022,Everton,Tottenham,0.0,0.0,3.1,3.25,2.37,20212022_5_17_Home
20212022,Leeds,Leicester,1.0,1.0,2.8,3.5,2.45,20212022_10_6_Home
20212022,West Ham,Liverpool,3.0,2.0,4.75,4.0,1.7,20212022_9_3_Home
20212022,Leicester,Chelsea,0.0,3.0,4.75,3.75,1.75,20212022_6_1_Home
20212022,Aston Villa,Brighton,2.0,0.0,2.45,3.3,2.9,20212022_20_19_Home
20212022,Burnley,Crystal Palace,3.0,3.0,2.7,3.2,2.7,20212022_12_16_Home
20212022,Newcastle,Brentford,3.0,3.0,2.62,3.4,2.7,20212022_15_21_Home
20212022,Norwich,Southampton,2.0,1.0,3.6,3.5,2.05,20212022_22_7_Home
20212022,Watford,Man United,4.0,1.0,6.5,4.75,1.45,20212022_23_14_Home
20212022,Wolves,West Ham,1.0,0.0,3.0,3.25,2.4,20212022_8_9_Home
20212022,Liverpool,Arsenal,4.0,0.0,1.45,4.75,6.5,20212022_3_11_Home
20212022,Man City,Everton,3.0,0.0,1.14,8.0,19.0,20212022_4_5_Home
20212022,Tottenham,Leeds,2.0,1.0,1.7,4.2,4.5,20212022_17_10_Home
20212022,Arsenal,Newcastle,2.0,0.0,1.44,4.75,7.0,20212022_11_15_Home
20212022,Crystal Palace,Aston Villa,1.0,2.0,2.2,3.4,3.3,20212022_16_20_Home
20212022,Liverpool,Southampton,4.0,0.0,1.28,6.0,9.0,20212022_3_7_Home
20212022,Norwich,Wolves,0.0,0.0,3.5,3.3,2.15,20212022_22_8_Home
20212022,Brighton,Leeds,0.0,0.0,2.05,3.4,3.75,20212022_19_10_Home
20212022,Brentford,Everton,1.0,0.0,2.25,3.2,3.4,20212022_21_5_Home
20212022,Leicester,Watford,4.0,2.0,1.61,4.0,5.5,20212022_6_23_Home
20212022,Man City,West Ham,2.0,1.0,1.28,5.75,10.0,20212022_4_9_Home
20212022,Chelsea,Man United,1.0,1.0,1.57,4.0,6.0,20212022_1_14_Home
20212022,Newcastle,Norwich,1.0,1.0,1.95,3.5,3.9,20212022_15_22_Home
20212022,Leeds,Crystal Palace,1.0,0.0,2.4,3.3,3.0,20212022_10_16_Home
20212022,Southampton,Leicester,2.0,2.0,2.37,3.5,2.87,20212022_7_6_Home
20212022,Watford,Chelsea,1.0,2.0,10.0,5.25,1.3,20212022_23_1_Home
20212022,West Ham,Brighton,1.0,1.0,1.95,3.6,3.8,20212022_9_19_Home
20212022,Wolves,Burnley,0.0,0.0,1.85,3.5,4.33,20212022_8_12_Home
20212022,Aston Villa,Man City,1.0,2.0,9.0,5.25,1.33,20212022_20_4_Home
20212022,Everton,Liverpool,1.0,4.0,7.5,5.25,1.36,20212022_5_3_Home
20212022,Tottenham,Brentford,2.0,0.0,1.6,4.2,5.25,20212022_17_21_Home
20212022,Man United,Arsenal,3.0,2.0,1.95,3.75,3.75,20212022_14_11_Home
20212022,West Ham,Chelsea,3.0,2.0,4.75,3.6,1.75,20212022_9_1_Home
20212022,Newcastle,Burnley,1.0,0.0,2.3,3.3,3.2,20212022_15_12_Home
20212022,Southampton,Brighton,1.0,1.0,2.45,3.2,3.0,20212022_7_19_Home
20212022,Wolves,Liverpool,0.0,1.0,8.0,4.75,1.4,20212022_8_3_Home
20212022,Watford,Man City,1.0,3.0,12.0,7.0,1.2,20212022_23_4_Home
20212022,Leeds,Brentford,2.0,2.0,1.95,3.6,3.8,20212022_10_21_Home
20212022,Man United,Crystal Palace,1.0,0.0,1.5,4.33,6.5,20212022_14_16_Home
20212022,Tottenham,Norwich,3.0,0.0,1.36,5.0,8.5,20212022_17_22_Home
20212022,Aston Villa,Leicester,2.0,1.0,2.37,3.4,3.0,20212022_20_6_Home
20212022,Everton,Arsenal,2.0,1.0,3.4,3.5,2.1,20212022_5_11_Home
20212022,Brentford,Watford,2.0,1.0,2.25,3.3,3.3,20212022_21_23_Home
20212022,Man City,Wolves,1.0,0.0,1.14,8.0,19.0,20212022_4_8_Home
20212022,Arsenal,Southampton,3.0,0.0,1.61,4.0,5.5,20212022_11_7_Home
20212022,Chelsea,Leeds,3.0,2.0,1.25,5.75,12.0,20212022_1_10_Home
20212022,Liverpool,Aston Villa,1.0,0.0,1.2,7.0,13.0,20212022_3_20_Home
20212022,Norwich,Man United,0.0,1.0,7.0,4.5,1.45,20212022_22_14_Home
20212022,Burnley,West Ham,0.0,0.0,3.6,3.6,2.0,20212022_12_9_Home
20212022,Leicester,Newcastle,4.0,0.0,1.66,4.1,4.75,20212022_6_15_Home
20212022,Crystal Palace,Everton,3.0,1.0,2.3,3.2,3.3,20212022_16_5_Home
20212022,Norwich,Aston Villa,0.0,2.0,3.3,3.3,2.25,20212022_22_20_Home
20212022,Man City,Leeds,7.0,0.0,1.14,8.5,15.0,20212022_4_10_Home
20212022,Brighton,Wolves,0.0,1.0,2.25,3.1,3.5,20212022_19_8_Home
20212022,Crystal Palace,Southampton,2.0,2.0,2.15,3.3,3.5,20212022_16_7_Home
20212022,Arsenal,West Ham,2.0,0.0,2.1,3.6,3.3,20212022_11_9_Home
20212022,Chelsea,Everton,1.0,1.0,1.22,6.5,13.0,20212022_1_5_Home
20212022,Liverpool,Newcastle,3.0,1.0,1.12,9.0,19.0,20212022_3_15_Home
20212022,Leeds,Arsenal,1.0,4.0,3.9,3.8,1.83,20212022_10_11_Home
20212022,Newcastle,Man City,0.0,4.0,13.0,7.5,1.18,20212022_15_4_Home
20212022,Wolves,Chelsea,0.0,0.0,7.0,4.2,1.5,20212022_8_1_Home
20212022,Tottenham,Liverpool,2.0,2.0,5.25,4.75,1.53,20212022_17_3_Home
20212022,Man City,Leicester,6.0,3.0,1.18,7.5,13.0,20212022_4_6_Home
20212022,Norwich,Arsenal,0.0,5.0,8.0,4.75,1.4,20212022_22_11_Home
20212022,Tottenham,Crystal Palace,3.0,0.0,1.72,3.8,4.75,20212022_17_16_Home
20212022,West Ham,Southampton,2.0,3.0,1.8,3.9,4.2,20212022_9_7_Home
20212022,Aston Villa,Chelsea,1.0,3.0,5.25,3.8,1.65,20212022_20_1_Home
20212022,Brighton,Brentford,2.0,0.0,1.9,3.4,4.2,20212022_19_21_Home
20212022,Newcastle,Man United,1.0,1.0,6.5,4.75,1.44,20212022_15_14_Home
20212022,Crystal Palace,Norwich,3.0,0.0,1.65,3.75,5.5,20212022_16_22_Home
20212022,Southampton,Tottenham,1.0,1.0,3.75,3.5,2.0,20212022_7_17_Home
20212022,Watford,West Ham,1.0,4.0,3.4,3.6,2.1,20212022_23_9_Home
20212022,Leicester,Liverpool,1.0,0.0,8.0,5.5,1.33,20212022_6_3_Home
20212022,Chelsea,Brighton,1.0,1.0,1.4,4.5,7.5,20212022_1_19_Home
20212022,Brentford,Man City,0.0,1.0,19.0,8.0,1.14,20212022_21_4_Home
20212022,Man United,Burnley,3.0,1.0,1.36,5.0,9.0,20212022_14_12_Home
20212022,Arsenal,Man City,1.0,2.0,5.75,4.75,1.5,20212022_11_4_Home
20212022,Watford,Tottenham,0.0,1.0,5.0,4.2,1.61,20212022_23_17_Home
20212022,Crystal Palace,West Ham,2.0,3.0,3.1,3.4,2.3,20212022_16_9_Home
20212022,Brentford,Aston Villa,2.0,1.0,3.0,3.3,2.4,20212022_21_20_Home
20212022,Everton,Brighton,2.0,3.0,2.75,3.2,2.62,20212022_5_19_Home
20212022,Leeds,Burnley,3.0,1.0,2.05,3.5,3.5,20212022_10_12_Home
20212022,Chelsea,Liverpool,2.0,2.0,3.1,3.5,2.25,20212022_1_3_Home
20212022,Man United,Wolves,0.0,1.0,1.53,4.33,6.0,20212022_14_8_Home
20212022,Southampton,Brentford,4.0,1.0,2.05,3.4,3.6,20212022_7_21_Home
20212022,West Ham,Norwich,2.0,0.0,1.28,5.5,10.0,20212022_9_22_Home
20212022,Brighton,Crystal Palace,1.0,1.0,2.05,3.3,3.8,20212022_19_16_Home
20212022,Man City,Chelsea,1.0,0.0,1.65,4.0,5.0,20212022_4_1_Home
20212022,Newcastle,Watford,1.0,1.0,2.0,3.6,3.6,20212022_15_23_Home
20212022,Norwich,Everton,2.0,1.0,3.75,3.5,2.0,20212022_22_5_Home
20212022,Wolves,Southampton,3.0,1.0,2.25,3.2,3.4,20212022_8_7_Home
20212022,Aston Villa,Man United,2.0,2.0,2.87,3.5,2.4,20212022_20_14_Home
20212022,Liverpool,Brentford,3.0,0.0,1.3,5.5,10.0,20212022_3_21_Home
20212022,West Ham,Leeds,2.0,3.0,1.61,4.2,5.0,20212022_9_10_Home
20212022,Brighton,Chelsea,1.0,1.0,4.75,3.75,1.72,20212022_19_1_Home
20212022,Leicester,Tottenham,2.0,3.0,3.0,3.5,2.3,20212022_6_17_Home
20212022,Brentford,Man United,1.0,3.0,4.5,3.7,1.8,20212022_21_14_Home
20212022,Watford,Norwich,0.0,3.0,2.0,3.5,3.75,20212022_23_22_Home
20212022,Everton,Aston Villa,0.0,1.0,2.75,3.25,2.62,20212022_5_20_Home
20212022,Brentford,Wolves,1.0,2.0,3.2,2.8,2.6,20212022_21_8_Home
20212022,Leeds,Newcastle,0.0,1.0,2.0,3.5,3.75,20212022_10_15_Home
20212022,Man United,West Ham,1.0,0.0,1.85,3.8,4.0,20212022_14_9_Home
20212022,Southampton,Man City,1.0,1.0,10.0,6.5,1.25,20212022_7_4_Home
20212022,Arsenal,Burnley,0.0,0.0,1.36,4.75,9.0,20212022_11_12_Home
20212022,Crystal Palace,Liverpool,1.0,3.0,6.0,4.2,1.53,20212022_16_3_Home
20212022,Leicester,Brighton,1.0,1.0,2.5,3.25,2.9,20212022_6_19_Home
20212022,Chelsea,Tottenham,2.0,0.0,1.61,4.2,5.0,20212022_1_17_Home
20212022,Burnley,Watford,0.0,0.0,2.2,3.25,3.5,20212022_12_23_Home
20212022,Newcastle,Everton,3.0,1.0,2.5,3.25,2.87,20212022_15_5_Home
