code_player,web_name,now_cost,new_team_name,element_type,minutes,points_total,goals,xg,finishing,xgfinish,xg_points,assists,xa,assist_quality,xaquality,xcsp90,xcs_points,xa_points,x_points
200402.0,Semedo,45.0,Wolves,2.0,1804.0,55.0,0.0,0.48,0.35714285714285715,0.17142857142857143,1.0285714285714285,0.0,0.56,0.6818181818181818,0.38181818181818183,0.20986,15.1434976,1.5272727272727273,49.99346735584415
169528.0,Robinson,45.0,Fulham,2.0,1800.0,60.0,0.0,0.05,0.0,0.0,0.0,2.0,0.93,0.3225806451612903,0.3,0.23326,16.79472,1.2,49.79604
174874.0,Andersen,45.0,Crystal Palace,2.0,1432.0,35.0,0.0,0.87,0.5555555555555556,0.48333333333333334,2.9,0.0,0.71,1.2903225806451613,0.9161290322580645,0.33622,19.2586816,3.664516129032258,49.648527329032255
60232.0,Dawson,45.0,Wolves,2.0,1504.0,60.0,1.0,1.04,0.9836065573770492,1.022950819672131,6.137704918032787,0.0,0.15,1.5384615384615385,0.23076923076923078,0.25666,15.4406656,0.9230769230769231,48.72128104110971
106611.0,Keane,45.0,Everton,2.0,961.0,38.0,1.0,1.29,1.8918918918918919,2.4405405405405407,14.643243243243242,2.0,0.83,3.5714285714285716,2.9642857142857144,0.0952,3.659488,11.857142857142858,48.4650021003861
115556.0,Davies,45.0,Spurs,2.0,1289.0,50.0,0.0,0.47,0.9090909090909091,0.42727272727272725,2.5636363636363635,2.0,0.83,1.7391304347826086,1.4434782608695653,0.3643,18.783308,5.773913043478261,48.20503040711463
80226.0,Aurier,45.0,Nottingham Forest,2.0,1340.0,47.0,1.0,0.74,1.6666666666666667,1.2333333333333334,7.4,0.0,0.72,1.25,0.9,0.25198,13.506128,3.6,47.929596000000004
438464.0,C.Doucouré,50.0,Crystal Palace,3.0,1634.0,44.0,0.0,0.91,0.0,0.0,0.0,2.0,0.76,3.3333333333333335,2.533333333333333,0.30346,4.9585364,10.133333333333333,47.77186973333333
533463.0,Ouattara,50.0,Bournemouth,3.0,1239.0,49.0,1.0,3.52,0.2857142857142857,1.0057142857142858,5.0285714285714285,3.0,1.68,2.3076923076923075,3.876923076923077,0.17008,2.1072912,15.507692307692308,47.423554936263734
221466.0,Senesi,45.0,Bournemouth,2.0,1371.0,46.0,2.0,1.52,1.25,1.9,11.4,0.0,0.2,0.0,0.0,0.20752,11.3803968,0.0,47.3552976
513046.0,Danilo,55.0,Nottingham Forest,3.0,976.0,48.0,3.0,1.58,2.142857142857143,3.3857142857142857,16.92857142857143,2.0,0.56,4.0,2.24,0.17242,1.6828192,8.96,47.09139062857143
214590.0,Wan-Bissaka,45.0,Man Utd,2.0,1248.0,51.0,0.0,1.19,0.8,0.952,5.712,0.0,0.75,1.1111111111111112,0.8333333333333334,0.3292,16.433664,3.3333333333333335,46.330581333333335
86417.0,Schlupp,50.0,Crystal Palace,3.0,1263.0,57.0,3.0,1.99,1.0975609756097562,2.1841463414634146,10.920731707317072,2.0,0.75,1.9230769230769231,1.4423076923076923,0.30112,3.8031456,5.769230769230769,45.75310807654784
215711.0,Bailey,55.0,Aston Villa,3.0,1054.0,50.0,1.0,2.99,0.746268656716418,2.2313432835820897,11.156716417910447,3.0,2.52,1.0909090909090908,2.749090909090909,0.23326,2.4585604,10.996363636363636,45.691640454274086
51090.0,Thiago Silva,50.0,Chelsea,2.0,1188.0,36.0,0.0,1.08,1.2195121951219512,1.3170731707317074,7.902439024390244,0.0,0.7,1.1764705882352942,0.8235294117647058,0.29878,14.1980256,3.2941176470588234,45.60507587144907
