,code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,opp_team,opp_team_score,team,team_score,stats,team_difficulty,opp_team_difficulty,code,web_name,team,element_type,status,now_cost,transfers_in,transfers_in_event,transfers_out,transfers_out_event,event_points,goals_scored,assists,clean_sheets,goals_conceded,total_points,minutes,points_per_game,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,creativity_rank,threat_rank,ict_index_rank,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,points_per_game_rank,selected_rank,starts_per_90,clean_sheets_per_90,now_datetime_UTC,current_gw,next_gw,code,id,name,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,player_code,team_id
313,2367852,32.0,False,False,315,2024-04-06T14:00:00Z,0,False,False,15,,10,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2367647,11.0,False,False,110,2023-11-04T15:00:00Z,0,False,False,7,,18,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2367637,10.0,False,False,100,2023-10-28T14:00:00Z,0,False,False,20,,15,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2367853,32.0,False,False,316,2024-04-06T14:00:00Z,0,False,False,3,,12,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2367684,15.0,False,False,147,2023-12-05T19:45:00Z,0,False,False,11,,17,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2367767,23.0,False,False,230,2024-02-03T15:00:00Z,0,False,False,17,,2,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2367719,19.0,False,False,181,2023-12-26T15:00:00Z,0,False,False,19,,1,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2367540,1.0,False,False,2,2023-08-12T11:30:00Z,0,False,False,16,,1,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2367642,11.0,False,False,105,2023-11-04T15:00:00Z,0,False,False,11,,12,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2367856,32.0,False,False,319,2024-04-06T14:00:00Z,0,False,False,16,,18,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2367707,17.0,False,False,170,2023-12-16T15:00:00Z,0,False,False,19,,20,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2367641,11.0,False,False,104,2023-11-04T15:00:00Z,0,False,False,14,,10,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2367796,26.0,False,False,259,2024-02-24T15:00:00Z,0,False,False,4,,19,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2367632,10.0,False,False,95,2023-10-28T14:00:00Z,0,False,False,7,,4,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2367664,13.0,False,False,127,2023-11-25T15:00:00Z,0,False,False,15,,7,,{},4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2367675,14.0,False,False,138,2023-12-02T15:00:00Z,0,False,False,15,,14,,{},4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2367604,7.0,False,False,67,2023-10-01T13:00:00Z,0,False,False,16,,4,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2367732,20.0,False,False,195,2023-12-30T15:00:00Z,0,False,False,12,,7,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2367721,19.0,False,False,184,2023-12-26T15:00:00Z,0,False,False,18,,5,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2367851,32.0,False,False,314,2024-04-06T14:00:00Z,0,False,False,9,,6,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2367541,1.0,False,False,4,2023-08-12T14:00:00Z,0,False,False,12,,5,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2367798,27.0,False,False,261,2024-03-02T15:00:00Z,0,False,False,7,,4,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,2367848,32.0,False,False,311,2024-04-06T14:00:00Z,0,False,False,4,,2,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2367766,23.0,False,False,229,2024-02-03T15:00:00Z,0,False,False,15,,12,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,2367704,17.0,False,False,167,2023-12-16T15:00:00Z,0,False,False,13,,8,,{},5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2367648,12.0,False,False,113,2023-11-11T15:00:00Z,0,False,False,15,,3,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2367762,23.0,False,False,225,2024-02-03T15:00:00Z,0,False,False,6,,10,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,2367577,4.0,False,False,40,2023-09-02T11:30:00Z,0,False,False,17,,9,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2367847,31.0,False,False,310,2024-04-03T18:45:00Z,0,False,False,9,,15,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2367668,14.0,False,False,132,2023-12-02T15:00:00Z,0,False,False,2,,3,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2367559,3.0,False,False,21,2023-08-26T14:00:00Z,0,False,False,10,,1,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2367804,27.0,False,False,267,2024-03-02T15:00:00Z,0,False,False,20,,15,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2367825,29.0,False,False,288,2024-03-16T15:00:00Z,0,False,False,14,,17,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2367764,23.0,False,False,227,2024-02-03T15:00:00Z,0,False,False,9,,18,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2367896,36.0,False,False,359,2024-05-04T14:00:00Z,0,False,False,20,,13,,{},2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2367840,31.0,False,False,303,2024-04-02T18:45:00Z,0,False,False,5,,4,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2367645,11.0,False,False,108,2023-11-04T15:00:00Z,0,False,False,16,,2,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2367755,22.0,False,False,218,2024-01-30T19:45:00Z,0,False,False,14,,20,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2367578,5.0,False,False,42,2023-09-17T13:00:00Z,0,False,False,3,,7,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2367639,11.0,False,False,102,2023-11-04T15:00:00Z,0,False,False,8,,6,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2367879,35.0,False,False,341,2024-04-27T14:00:00Z,0,False,False,2,,7,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,2367828,30.0,False,False,292,2024-03-30T15:00:00Z,0,False,False,3,,9,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2367773,24.0,False,False,236,2024-02-10T15:00:00Z,0,False,False,9,,13,,{},2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,2367552,,False,False,15,,0,False,,12,,6,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2367888,36.0,False,False,351,2024-05-04T14:00:00Z,0,False,False,3,,1,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,2367867,33.0,False,False,330,2024-04-13T14:00:00Z,0,False,False,19,,10,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2367625,9.0,False,False,88,2023-10-21T14:00:00Z,0,False,False,16,,12,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2367864,33.0,False,False,327,2024-04-13T14:00:00Z,0,False,False,13,,12,,{},5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2367627,9.0,False,False,90,2023-10-21T14:00:00Z,0,False,False,18,,10,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,2367567,3.0,False,False,30,2023-08-27T13:00:00Z,0,False,False,17,,13,,{},2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,2367611,8.0,False,False,74,2023-10-07T14:00:00Z,0,False,False,16,,8,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2367776,24.0,False,False,239,2024-02-10T15:00:00Z,0,False,False,19,,1,,{},3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2367595,6.0,False,False,58,2023-09-23T14:00:00Z,0,False,False,12,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2367697,16.0,False,False,160,2023-12-09T15:00:00Z,0,False,False,16,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,2367788,26.0,False,False,253,2024-02-24T15:00:00Z,0,False,False,13,,3,,{},5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2367604,7.0,False,False,67,2023-10-01T13:00:00Z,0,False,False,4,,16,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2367684,15.0,False,False,147,2023-12-05T19:45:00Z,0,False,False,17,,11,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2367914,38.0,False,False,377,2024-05-19T15:00:00Z,0,False,False,11,,20,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2367899,37.0,False,False,361,2024-05-11T14:00:00Z,0,False,False,2,,11,,{},3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,2367865,33.0,False,False,328,2024-04-13T14:00:00Z,0,False,False,15,,18,,{},4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2367737,20.0,False,False,200,2023-12-30T15:00:00Z,0,False,False,20,,9,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,2367627,9.0,False,False,90,2023-10-21T14:00:00Z,0,False,False,10,,18,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2367634,10.0,False,False,97,2023-10-28T14:00:00Z,0,False,False,11,,16,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2367817,28.0,False,False,280,2024-03-09T15:00:00Z,0,False,False,10,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2367660,13.0,False,False,123,2023-11-25T15:00:00Z,0,False,False,14,,9,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2367628,10.0,False,False,93,2023-10-28T14:00:00Z,0,False,False,3,,6,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2367573,4.0,False,False,36,2023-09-03T13:00:00Z,0,False,False,8,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2367599,7.0,False,False,61,2023-09-30T11:30:00Z,0,False,False,5,,2,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2367807,27.0,False,False,270,2024-03-02T15:00:00Z,0,False,False,8,,18,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,2367603,7.0,False,False,66,2023-09-30T14:00:00Z,0,False,False,15,,6,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2367555,2.0,False,False,18,2023-08-19T16:30:00Z,0,False,False,18,,14,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2367839,31.0,False,False,301,2024-04-02T18:45:00Z,0,False,False,1,,12,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,2367842,31.0,False,False,305,2024-04-02T18:45:00Z,0,False,False,16,,10,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2367630,10.0,False,False,92,2023-10-28T14:00:00Z,0,False,False,12,,2,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2367766,23.0,False,False,229,2024-02-03T15:00:00Z,0,False,False,12,,15,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2367716,18.0,False,False,179,2023-12-23T15:00:00Z,0,False,False,19,,14,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2367818,29.0,False,False,281,2024-03-16T15:00:00Z,0,False,False,7,,1,,{},3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2367801,27.0,False,False,264,2024-03-02T15:00:00Z,0,False,False,5,,10,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,2367903,37.0,False,False,366,2024-05-11T14:00:00Z,0,False,False,15,,5,,{},4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2367610,8.0,False,False,73,2023-10-07T14:00:00Z,0,False,False,6,,7,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2367843,31.0,False,False,306,2024-04-02T18:45:00Z,0,False,False,19,,18,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2367829,30.0,False,False,291,2024-03-30T15:00:00Z,0,False,False,2,,20,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2367760,23.0,False,False,223,2024-02-03T15:00:00Z,0,False,False,13,,4,,{},5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2367567,3.0,False,False,30,2023-08-27T13:00:00Z,0,False,False,13,,17,,{},5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2367802,27.0,False,False,265,2024-03-02T15:00:00Z,0,False,False,2,,12,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2367782,25.0,False,False,245,2024-02-17T15:00:00Z,0,False,False,12,,14,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2367750,22.0,False,False,213,2024-01-30T19:45:00Z,0,False,False,10,,9,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2367679,15.0,False,False,142,2023-12-05T19:45:00Z,0,False,False,4,,5,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,2367556,2.0,False,False,19,2023-08-20T15:30:00Z,0,False,False,7,,19,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2367589,6.0,False,False,52,2023-09-23T16:30:00Z,0,False,False,4,,9,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2367865,33.0,False,False,328,2024-04-13T14:00:00Z,0,False,False,18,,15,,{},3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2367691,16.0,False,False,154,2023-12-09T15:00:00Z,0,False,False,7,,9,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2367819,29.0,False,False,282,2024-03-16T15:00:00Z,0,False,False,5,,13,,{},3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2367897,36.0,False,False,360,2024-05-04T14:00:00Z,0,False,False,16,,17,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2367645,11.0,False,False,108,2023-11-04T15:00:00Z,0,False,False,2,,16,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2367624,9.0,False,False,87,2023-10-21T14:00:00Z,0,False,False,8,,15,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2367881,35.0,False,False,344,2024-04-27T14:00:00Z,0,False,False,10,,8,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2367772,24.0,False,False,235,2024-02-10T15:00:00Z,0,False,False,12,,17,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2367579,5.0,False,False,41,2023-09-16T14:00:00Z,0,False,False,2,,8,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,2367546,1.0,False,False,9,2023-08-13T15:30:00Z,0,False,False,7,,11,,{},3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2367722,19.0,False,False,185,2023-12-26T15:00:00Z,0,False,False,6,,11,,{},2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,2367908,38.0,False,False,371,2024-05-19T15:00:00Z,0,False,False,1,,9,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,2367785,25.0,False,False,248,2024-02-17T15:00:00Z,0,False,False,16,,19,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,2367738,21.0,False,False,202,2024-01-13T15:00:00Z,0,False,False,11,,3,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2367815,28.0,False,False,278,2024-03-09T15:00:00Z,0,False,False,14,,9,,{},4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2367661,13.0,False,False,124,2023-11-25T15:00:00Z,0,False,False,10,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2367737,20.0,False,False,200,2023-12-30T15:00:00Z,0,False,False,9,,20,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,2367868,34.0,False,False,331,2024-04-20T14:00:00Z,0,False,False,2,,3,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,2367856,32.0,False,False,319,2024-04-06T14:00:00Z,0,False,False,18,,16,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2367716,18.0,False,False,179,2023-12-23T15:00:00Z,0,False,False,14,,19,,{},3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,2367860,33.0,False,False,323,2024-04-13T14:00:00Z,0,False,False,17,,4,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,2367620,9.0,False,False,83,2023-10-21T14:00:00Z,0,False,False,6,,4,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2367702,17.0,False,False,165,2023-12-16T15:00:00Z,0,False,False,17,,7,,{},2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2367729,20.0,False,False,192,2023-12-30T15:00:00Z,0,False,False,4,,8,,{},3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,2367662,13.0,False,False,125,2023-11-25T15:00:00Z,0,False,False,12,,8,,{},2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,2367566,3.0,False,False,29,2023-08-27T15:30:00Z,0,False,False,15,,11,,{},4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
