web_name,name,code,22_FPL_code,fbref_id
Hodge,Wolves,240299,240299,bd8a5d95
Hoever,Wolves,441271,,9a71e978
Hee Chan,Wolves,184754,184754,169fd162
João Gomes,Wolves,448089,448089,8b57ad2c
J.Otto,Wolves,114128,114128,e28868f3
Jordão,Wolves,428610,,41ff002d
Kalajdžić,Wolves,429414,429414,15f24fe7
Kilman,Wolves,214048,214048,d0f72bf1
King,Wolves,138001,,5791b997
Lemina,Wolves,151086,151086,2b471f99
Matheus N.,Wolves,465351,465351,e6af02e0
Neto,Wolves,247632,247632,7ba2eaa9
Podence,Wolves,200600,200600,7fcc71d8
José Sá,Wolves,149065,149065,903b6e8b
Sarabia,Wolves,88484,88484,9744ff80
Šarkić,Wolves,216208,216208,a89e7b29
N.Semedo,Wolves,200402,200402,d04b94db
Toti,Wolves,510362,510362,f0caab96
Boubacar Traore,Wolves,476502,476502,999ceb5f
Cunha,Wolves,430871,430871,dc62b55d
Doherty,Wolves,87835,87835,d557d734
