,season,round,kickoff_time,team_name,opp_team_name,value,points_scaled,elo,elo_team,elo_opp
22181,20202021,32.0,2021-04-18T12:30:00Z,Arsenal,Fulham,2.5454545454545454,-0.5040319653317484,"[1000.1876116705125, 963.124864839384]",1000.1876116705125,963.124864839384
34148,20202021,32.0,2021-04-18T15:00:00Z,Burnley,Man Utd,2.272727272727273,-0.6520619804781691,"[960.5221959662147, 1061.0634346303189]",960.5221959662147,1061.0634346303189
12612,20202021,32.0,2021-04-18T15:00:00Z,Man Utd,Burnley,4.0,0.28546144878249563,"[1058.5049405698992, 963.0806900266342]",1058.5049405698992,963.0806900266342
29364,20202021,32.0,2021-04-19T19:00:00Z,Leeds,Liverpool,3.090909090909091,-0.20797193503890696,"[1002.4259434544986, 1019.5849843969346]",1002.4259434544986,1019.5849843969346
24579,20202021,32.0,2021-04-19T19:00:00Z,Liverpool,Leeds,3.1818181818181817,-0.15862859665676673,"[1016.527953507015, 1005.4829743444182]",1016.527953507015,1005.4829743444182
15008,20202021,32.0,2021-04-20T19:15:00Z,Brighton,Chelsea,4.7,0.6654051543249757,"[998.752928932874, 1041.4874757445514]",998.752928932874,1041.4874757445514
10223,20202021,32.0,2021-04-20T19:15:00Z,Chelsea,Brighton,5.0,0.8282381709860385,"[1041.8232860019586, 998.4171186754668]",1041.8232860019586,998.4171186754668
46120,20202021,32.0,2021-04-21T17:00:00Z,Spurs,Southampton,3.8181818181818183,0.1867747720182152,"[1031.9812039249896, 967.1947748893846]",1031.9812039249896,967.1947748893846
48512,20202021,32.0,2021-04-21T17:00:00Z,Southampton,Spurs,1.8,-0.9086473400652986,"[962.8991788669172, 1036.276799947457]",962.8991788669172,1036.276799947457
3048,20202021,32.0,2021-04-21T19:15:00Z,Man City,Aston Villa,4.333333333333333,0.4663870228503431,"[1114.0043936241407, 1015.0571742786054]",1114.0043936241407,1015.0571742786054
31763,20202021,32.0,2021-04-21T19:15:00Z,Aston Villa,Man City,2.4444444444444446,-0.5588578968674598,"[1012.510846704218, 1116.5507211985282]",1012.510846704218,1116.5507211985282
53302,20202021,32.0,2021-04-22T19:00:00Z,Leicester,West Brom,6.818181818181818,1.8151049386288436,"[1037.0691713749864, 949.640604565863]",1037.0691713749864,949.640604565863
26980,20202021,32.0,2021-04-22T19:00:00Z,West Brom,Leicester,1.2222222222222223,-1.2222516684495677,"[944.3474350249489, 1042.3623409159004]",944.3474350249489,1042.3623409159004
19802,20202021,33.0,2021-04-23T19:00:00Z,Arsenal,Everton,1.8181818181818181,-0.8987786723888705,"[994.7705794076421, 1012.7468563645828]",994.7705794076421,1012.7468563645828
659,20202021,33.0,2021-04-23T19:00:00Z,Everton,Arsenal,4.909090909090909,0.7788948326038982,"[1013.4204428328023, 994.0969929394225]",1013.4204428328023,994.0969929394225
29377,20202021,33.0,2021-04-24T11:30:00Z,Newcastle,Liverpool,2.4,-0.582981306743173,"[951.3342780408387, 1019.5578616432077]",951.3342780408387,1019.5578616432077
36555,20202021,33.0,2021-04-24T11:30:00Z,Liverpool,Newcastle,2.8,-0.36587061786175584,"[1014.7093257383893, 956.1828139456571]",1014.7093257383893,956.1828139456571
55701,20202021,33.0,2021-04-24T16:30:00Z,Chelsea,West Ham,5.363636363636363,1.0256115245145994,"[1043.6816361074927, 1030.1521784607935]",1043.6816361074927,1030.1521784607935
15021,20202021,33.0,2021-04-24T16:30:00Z,West Ham,Chelsea,1.8181818181818181,-0.8987786723888705,"[1024.8921120508646, 1048.9417025174216]",1024.8921120508646,1048.9417025174216
43738,20202021,33.0,2021-04-24T19:00:00Z,Brighton,Sheffield Utd,2.0,-0.80009199562459,"[991.4781935906551, 898.9464789892979]",991.4781935906551,898.9464789892979
10237,20202021,33.0,2021-04-24T19:00:00Z,Sheffield Utd,Brighton,5.181818181818182,0.9269248477503189,"[902.2940663043676, 988.1306062755855]",902.2940663043676,988.1306062755855
58098,20202021,33.0,2021-04-25T11:00:00Z,Burnley,Wolves,7.181818181818182,2.0124782921574047,"[969.9408048123164, 990.599469798469]",969.9408048123164,990.599469798469
12632,20202021,33.0,2021-04-25T11:00:00Z,Wolves,Burnley,1.0,-1.3428687178281329,"[982.7227102292111, 977.8175643815744]",982.7227102292111,977.8175643815744
24599,20202021,33.0,2021-04-25T13:00:00Z,Man Utd,Leeds,4.818181818181818,0.729551494221758,"[1058.2627327072, 1005.7251822071173]",1058.2627327072,1005.7251822071173
34170,20202021,33.0,2021-04-25T13:00:00Z,Leeds,Man Utd,4.363636363636363,0.4828348023110565,"[1006.808873481767, 1057.1790414325503]",1006.808873481767,1057.1790414325503
53316,20202021,33.0,2021-04-25T18:00:00Z,Aston Villa,West Brom,2.6363636363636362,-0.45468862694960827,"[1007.3078220177533, 949.5504597114136]",1007.3078220177533,949.5504597114136
3064,20202021,33.0,2021-04-25T18:00:00Z,West Brom,Aston Villa,3.090909090909091,-0.20797193503890696,"[947.9548244658524, 1008.9034572633145]",947.9548244658524,1008.9034572633145
26995,20202021,33.0,2021-04-26T19:00:00Z,Crystal Palace,Leicester,2.5454545454545454,-0.5040319653317484,"[952.3131026811596, 1044.7807986077746]",952.3131026811596,1044.7807986077746
17424,20202021,33.0,2021-04-26T19:00:00Z,Leicester,Crystal Palace,3.8181818181818183,0.1867747720182152,"[1041.8885345760432, 955.2053667128911]",1041.8885345760432,955.2053667128911
26998,20202021,34.0,2021-04-30T19:00:00Z,Southampton,Leicester,3.3,-0.09448225675998442,"[962.033724526386, 1042.7539889165744]",962.033724526386,1042.7539889165744
46141,20202021,34.0,2021-04-30T19:00:00Z,Leicester,Southampton,3.1,-0.20303760120069284,"[1038.4111395879652, 966.3765738549952]",1038.4111395879652,966.3765738549952
17428,20202021,34.0,2021-05-01T11:30:00Z,Man City,Crystal Palace,6.181818181818182,1.4697015699538618,"[1118.4991341842924, 953.2569537271269]",1118.4991341842924,953.2569537271269
31785,20202021,34.0,2021-05-01T11:30:00Z,Crystal Palace,Man City,1.4,-1.1257580289467157,"[948.6906740297162, 1123.065413881703]",948.6906740297162,1123.065413881703
24608,20202021,34.0,2021-05-01T14:00:00Z,Brighton,Leeds,6.0,1.3710148931895814,"[992.0733186120568, 1002.8661611452957]",992.0733186120568,1002.8661611452957
10251,20202021,34.0,2021-05-01T14:00:00Z,Leeds,Brighton,1.4444444444444444,-1.101634619071003,"[996.1914267660244, 998.7480529913281]",996.1914267660244,998.7480529913281
15039,20202021,34.0,2021-05-01T16:30:00Z,Fulham,Chelsea,1.5454545454545454,-1.0468086875352913,"[958.5185905104659, 1053.5479768463397]",958.5185905104659,1053.5479768463397
22217,20202021,34.0,2021-05-01T16:30:00Z,Chelsea,Fulham,6.545454545454546,1.6670749234824231,"[1056.5564439962495, 955.510123360556]",1056.5564439962495,955.510123360556
19826,20202021,34.0,2021-05-01T19:00:00Z,Aston Villa,Everton,3.090909090909091,-0.20797193503890696,"[1006.1843743142172, 1016.1395257818997]",1006.1843743142172,1016.1395257818997
3076,20202021,34.0,2021-05-01T19:00:00Z,Everton,Aston Villa,2.727272727272727,-0.40534528856746804,"[1012.2705425761674, 1010.0533575199495]",1012.2705425761674,1010.0533575199495
36579,20202021,34.0,2021-05-02T13:00:00Z,Arsenal,Newcastle,6.0,1.3710148931895814,"[996.6983185483725, 953.5814883367071]",996.6983185483725,953.5814883367071
