code_player,web_name,team_name,element_type,minutes,points_total,goals,xg,finishing,xgfinish,xg_points,assists,xa,assist_quality,xaquality,xcsp90,xcs_points,xa_points,x_points
118748.0,Salah,Liverpool,3.0,1873.0,143.0,12.0,12.22,0.9980430528375733,12.196086105675146,60.980430528375734,8.0,4.57,1.4218009478672986,6.497630331753554,0.3058,5.727634,25.990521327014218,130.15858585538996
223094.0,Haaland,Man City,4.0,1551.0,130.0,15.0,14.93,1.2554112554112553,18.743290043290042,74.97316017316017,6.0,0.95,2.7586206896551726,2.6206896551724137,0.41812,0.0,10.482758620689655,116.47591879384983
78830.0,Kane,Spurs,4.0,1980.0,154.0,17.0,11.09,1.1608961303462322,12.874338085539716,51.49735234215886,6.0,2.68,2.1311475409836067,5.711475409836066,0.3058,0.0,22.845901639344262,113.94325398150312
141746.0,Fernandes,Man Utd,3.0,1968.0,119.0,6.0,6.83,1.0548523206751055,7.204641350210971,36.02320675105485,6.0,7.06,0.959409594095941,6.773431734317343,0.29878,5.8799904,27.093726937269373,108.35692408832422
176297.0,Rashford,Man Utd,3.0,1624.0,124.0,11.0,10.37,1.1808118081180812,12.245018450184501,61.22509225092251,4.0,1.09,2.051282051282051,2.235897435897436,0.29176,4.7381824,8.943589743589744,107.38686439451226
101178.0,Ward-Prowse,Southampton,3.0,1841.0,86.0,6.0,4.05,2.608695652173913,10.565217391304348,52.826086956521735,2.0,2.93,1.019108280254777,2.985987261146497,0.23092,4.2512372,11.943949044585988,105.84127320110773
85971.0,Son,Spurs,3.0,1766.0,97.0,7.0,6.18,1.4121037463976944,8.726801152737751,43.63400576368876,4.0,2.68,1.5753424657534247,4.221917808219178,0.29878,5.2764548,16.887671232876713,101.11813179656548
172780.0,Maddison,Leicester,3.0,1381.0,58.0,3.0,5.95,1.6201117318435754,9.639664804469273,48.19832402234637,5.0,2.84,1.6923076923076923,4.806153846153846,0.20986,2.8981666,19.224615384615383,97.94110600696175
184029.0,Ødegaard,Arsenal,3.0,1880.0,111.0,8.0,5.17,1.4743589743589745,7.6224358974358974,38.11217948717949,3.0,4.05,0.8496732026143791,3.4411764705882355,0.35494,6.672872,13.764705882352942,96.14975736953242
223340.0,Saka,Arsenal,3.0,1829.0,111.0,8.0,5.85,1.0317460317460316,6.035714285714286,30.178571428571427,5.0,3.6,1.2280701754385965,4.421052631578948,0.34792,6.3634568,17.68421052631579,90.80623875488722
178301.0,Watkins,Aston Villa,4.0,1868.0,123.0,12.0,11.29,0.9511568123393316,10.738560411311054,42.95424164524422,5.0,1.05,1.5476190476190477,1.625,0.29644,0.0,6.5,86.81424164524421
451340.0,Mitoma,Brighton,3.0,1823.0,106.0,5.0,7.35,0.8536585365853658,6.274390243902439,31.371951219512194,7.0,3.1,1.0638297872340425,3.297872340425532,0.28708,5.2334684,13.191489361702128,86.25690898121432
221399.0,Harrison,Leeds,3.0,1707.0,86.0,4.0,4.09,1.4482758620689655,5.923448275862069,29.617241379310343,4.0,3.18,1.3333333333333333,4.24,0.22624,3.8619168,16.96,84.57915817931034
178186.0,Bowen,West Ham,3.0,1711.0,92.0,4.0,4.3,0.9578544061302682,4.118773946360153,20.593869731800766,7.0,4.13,1.4598540145985401,6.02919708029197,0.29878,5.1121258,24.11678832116788,84.04278385296865
60307.0,Groß,Brighton,3.0,1868.0,82.0,4.0,2.35,1.2359550561797752,2.904494382022472,14.52247191011236,5.0,5.78,1.092896174863388,6.316939890710382,0.2941,5.493788,25.26775956284153,82.64401947295389
443661.0,Olise,Crystal Palace,3.0,1824.0,81.0,1.0,1.81,0.9302325581395349,1.6837209302325582,8.418604651162791,7.0,4.93,1.6,7.888,0.32686,5.9619264,31.552,82.41253105116279
201666.0,Barnes,Leicester,3.0,1463.0,73.0,7.0,5.33,1.3725490196078431,7.315686274509804,36.57843137254902,2.0,1.58,2.112676056338028,3.3380281690140845,0.21454,3.1387202,13.352112676056338,82.32926424860536
232413.0,Eze,Crystal Palace,3.0,1359.0,90.0,7.0,5.04,1.5555555555555556,7.84,39.2,2.0,1.43,1.746031746031746,2.496825396825397,0.34792,4.7282328,9.987301587301587,81.09553438730158
444145.0,Martinelli,Arsenal,3.0,1429.0,103.0,8.0,5.39,1.1111111111111112,5.988888888888889,29.944444444444443,4.0,4.1,1.0434782608695652,4.278260869565218,0.33622,4.8045838,17.11304347826087,80.44207172270531
169187.0,Alexander-Arnold,Liverpool,2.0,1771.0,106.0,1.0,1.17,0.8823529411764706,1.0323529411764707,6.194117647058824,9.0,6.09,0.9395973154362416,5.722147651006711,0.29878,21.1655752,22.888590604026845,80.37688965108566
75115.0,Wilson,Newcastle,4.0,1058.0,102.0,12.0,10.27,1.013986013986014,10.413636363636364,41.654545454545456,3.0,1.53,2.7777777777777777,4.25,0.36196,0.0,17.0,79.81454545454545
77794.0,Trippier,Newcastle,2.0,1838.0,82.0,0.0,0.4,2.5,1.0,6.0,4.0,7.07,0.5737704918032787,4.05655737704918,0.36898,27.1274096,16.22622950819672,79.33178670819672
232653.0,Ramsey,Aston Villa,3.0,1614.0,88.0,4.0,3.96,1.2765957446808511,5.05531914893617,25.27659574468085,5.0,2.33,1.8181818181818181,4.236363636363636,0.28708,4.6334712,16.945454545454545,79.1355214901354
144485.0,Toney,Brentford,4.0,1513.0,82.0,8.0,9.15,1.0447761194029852,9.559701492537314,38.23880597014926,1.0,2.32,1.0975609756097562,2.546341463414634,0.29878,0.0,10.185365853658537,78.68417182380779
